,end_time,lecture,lecture_name,lecture_no,sentence,start_time,sub_lecture,tokenized_sentence
7339,00:08:32,3,Evaluation of TR Systems- Basic Measures,2.5,"But what's interesting is that, the trade off between precision and",00:08:28,5,But interesting trade precision
7340,00:08:36,3,Evaluation of TR Systems- Basic Measures,2.5,"recall, is captured in an interesting way in F1.",00:08:32,5,recall captured interesting way F1
7341,00:08:45,3,Evaluation of TR Systems- Basic Measures,2.5,"So, in order to understand that, we, can first look at the natural question.",00:08:38,5,So order understand first look natural question
7342,00:08:47,3,Evaluation of TR Systems- Basic Measures,2.5,"Why not just the,",00:08:45,5,Why
7343,00:08:53,3,Evaluation of TR Systems- Basic Measures,2.5,combining them using a simple arithmetic mean as a [INAUDIBLE] here.,00:08:47,5,combining using simple arithmetic mean INAUDIBLE
7344,00:08:56,3,Evaluation of TR Systems- Basic Measures,2.5,That would be likely the most natural way of combining them.,00:08:53,5,That would likely natural way combining
7345,00:09:00,3,Evaluation of TR Systems- Basic Measures,2.5,"So, what do you think?",00:08:59,5,So think
7346,00:09:05,3,Evaluation of TR Systems- Basic Measures,2.5,"If you want to think more, you can pause the media.",00:09:01,5,If want think pause media
7347,00:09:10,3,Evaluation of TR Systems- Basic Measures,2.5,So why is this not as good as F1?,00:09:07,5,So good F1
7348,00:09:15,3,Evaluation of TR Systems- Basic Measures,2.5,Or what's the problem with this?,00:09:13,5,Or problem
7349,00:09:21,3,Evaluation of TR Systems- Basic Measures,2.5,"Now, if you think about the arithmetic mean,",00:09:15,5,Now think arithmetic mean
7350,00:09:28,3,Evaluation of TR Systems- Basic Measures,2.5,"you can see that this is the sum of, of multiple terms.",00:09:21,5,see sum multiple terms
7351,00:09:31,3,Evaluation of TR Systems- Basic Measures,2.5,"In this case, this is the sum of precision and recall.",00:09:28,5,In case sum precision recall
7352,00:09:36,3,Evaluation of TR Systems- Basic Measures,2.5,"In the case of the sum, the total value tends to be dominated by the large values.",00:09:31,5,In case sum total value tends dominated large values
7353,00:09:42,3,Evaluation of TR Systems- Basic Measures,2.5,"That means if you have a very high P or a very high R,",00:09:36,5,That means high P high R
7354,00:09:46,3,Evaluation of TR Systems- Basic Measures,2.5,"then you really don't care about the, whether the other varies is low.",00:09:42,5,really care whether varies low
7355,00:09:47,3,Evaluation of TR Systems- Basic Measures,2.5,"So, the whole sum would be high.",00:09:46,5,So whole sum would high
7356,00:09:53,3,Evaluation of TR Systems- Basic Measures,2.5,"Now, this is not the desirable because one can easily have a perfect recall.",00:09:47,5,Now desirable one easily perfect recall
7357,00:09:57,3,Evaluation of TR Systems- Basic Measures,2.5,We can have a perfect recall is it?,00:09:53,5,We perfect recall
7358,00:09:58,3,Evaluation of TR Systems- Basic Measures,2.5,Can you imagine how?,00:09:57,5,Can imagine
7359,00:10:02,3,Evaluation of TR Systems- Basic Measures,2.5,It's probably very easy to imagine that,00:09:59,5,It probably easy imagine
7360,00:10:05,3,Evaluation of TR Systems- Basic Measures,2.5,"we simply retrieve all the document in the collection,",00:10:02,5,simply retrieve document collection
7361,00:10:09,3,Evaluation of TR Systems- Basic Measures,2.5,then we have a perfect recall and this will give us 0.5 as the average.,00:10:05,5,perfect recall give us 0 5 average
7362,00:10:15,3,Evaluation of TR Systems- Basic Measures,2.5,"But search results are clearly not very useful for users,",00:10:09,5,But search results clearly useful users
7363,00:10:20,3,Evaluation of TR Systems- Basic Measures,2.5,"even though the, the average using this formula would be relatively high.",00:10:15,5,even though average using formula would relatively high
7364,00:10:25,3,Evaluation of TR Systems- Basic Measures,2.5,"Now, in contrast, you can see F1 will reward a case where precision and",00:10:20,5,Now contrast see F1 reward case precision
7365,00:10:28,3,Evaluation of TR Systems- Basic Measures,2.5,recall are roughly but similar.,00:10:25,5,recall roughly similar
7366,00:10:32,3,Evaluation of TR Systems- Basic Measures,2.5,"So, it would paralyze a case where you have extremely high",00:10:28,5,So would paralyze case extremely high
7367,00:10:33,3,Evaluation of TR Systems- Basic Measures,2.5,matter for one of them.,00:10:32,5,matter one
7368,00:10:39,3,Evaluation of TR Systems- Basic Measures,2.5,"So, this means F1 encodes a different trade off between that.",00:10:35,5,So means F1 encodes different trade
7369,00:10:44,3,Evaluation of TR Systems- Basic Measures,2.5,"Now this example shows actually, a very important methodology here.",00:10:39,5,Now example shows actually important methodology
7370,00:10:49,3,Evaluation of TR Systems- Basic Measures,2.5,"When we try to solve a problem, you might naturally think of one solution.",00:10:44,5,When try solve problem might naturally think one solution
7371,00:10:52,3,Evaluation of TR Systems- Basic Measures,2.5,"Let's say, in this case, it's this arithmetic mean.",00:10:49,5,Let say case arithmetic mean
7372,00:10:57,3,Evaluation of TR Systems- Basic Measures,2.5,But it's important that not to settle on this solution.,00:10:53,5,But important settle solution
7373,00:11:00,3,Evaluation of TR Systems- Basic Measures,2.5,It's important to think whether you have other ways to combine them.,00:10:57,5,It important think whether ways combine
7374,00:11:04,3,Evaluation of TR Systems- Basic Measures,2.5,And once you think about the multiple variance.,00:11:02,5,And think multiple variance
7375,00:11:07,3,Evaluation of TR Systems- Basic Measures,2.5,It's important to analyze their difference and,00:11:04,5,It important analyze difference
7376,00:11:10,3,Evaluation of TR Systems- Basic Measures,2.5,then think about which one makes more sense.,00:11:07,5,think one makes sense
7377,00:11:11,3,Evaluation of TR Systems- Basic Measures,2.5,"In this case,",00:11:10,5,In case
7378,00:11:15,3,Evaluation of TR Systems- Basic Measures,2.5,if you think more carefully you will feel that if one problem makes more sense.,00:11:11,5,think carefully feel one problem makes sense
7379,00:11:18,3,Evaluation of TR Systems- Basic Measures,2.5,Then the simple arithmetic mean.,00:11:15,5,Then simple arithmetic mean
7380,00:11:21,3,Evaluation of TR Systems- Basic Measures,2.5,"Although in other cases, there may be, different results.",00:11:18,5,Although cases may different results
7381,00:11:26,3,Evaluation of TR Systems- Basic Measures,2.5,"But in this case, the arithmetic mean, seems not reasonable.",00:11:21,5,But case arithmetic mean seems reasonable
7382,00:11:29,3,Evaluation of TR Systems- Basic Measures,2.5,"But if you don't pay attention to these subtle differences,",00:11:26,5,But pay attention subtle differences
7383,00:11:33,3,Evaluation of TR Systems- Basic Measures,2.5,"you might just, take an easy way to combine them and then go ahead with it.",00:11:29,5,might take easy way combine go ahead
7384,00:11:37,3,Evaluation of TR Systems- Basic Measures,2.5,"And here later you'll find that, hm, the measure doesn't seem to work well.",00:11:33,5,And later find hm measure seem work well
7385,00:11:41,3,Evaluation of TR Systems- Basic Measures,2.5,"Right so, at this methodology is actually very important in",00:11:37,5,Right methodology actually important
7386,00:11:46,3,Evaluation of TR Systems- Basic Measures,2.5,general in solving problem and try to think about the best solution.,00:11:41,5,general solving problem try think best solution
7387,00:11:50,3,Evaluation of TR Systems- Basic Measures,2.5,"Try to understand that the problem, very well and then know why",00:11:46,5,Try understand problem well know
7388,00:11:55,3,Evaluation of TR Systems- Basic Measures,2.5,"you needed this measure, and why you need to combine precision and recall.",00:11:50,5,needed measure need combine precision recall
7389,00:11:59,3,Evaluation of TR Systems- Basic Measures,2.5,And then use that to guide you in finding a good way to solve the problem.,00:11:55,5,And use guide finding good way solve problem
7390,00:12:07,3,Evaluation of TR Systems- Basic Measures,2.5,"To summarize, we talk about precision, which addresses the question,",00:12:03,5,To summarize talk precision addresses question
7391,00:12:11,3,Evaluation of TR Systems- Basic Measures,2.5,are the retrieval results all relevant?,00:12:07,5,retrieval results relevant
7392,00:12:15,3,Evaluation of TR Systems- Basic Measures,2.5,"We'll also talk about the recall, which addresses the question,",00:12:11,5,We also talk recall addresses question
7393,00:12:17,3,Evaluation of TR Systems- Basic Measures,2.5,have all the relevant documents been retrieved?,00:12:15,5,relevant documents retrieved
7394,00:12:21,3,Evaluation of TR Systems- Basic Measures,2.5,These two are the two basic measures in testing retrieval in variation.,00:12:17,5,These two two basic measures testing retrieval variation
7395,00:12:25,3,Evaluation of TR Systems- Basic Measures,2.5,"They are are used for, for many other tasks as well.",00:12:21,5,They used many tasks well
7396,00:12:28,3,Evaluation of TR Systems- Basic Measures,2.5,We'll talk about F measure as a way to combine precision and recall.,00:12:25,5,We talk F measure way combine precision recall
7397,00:12:33,3,Evaluation of TR Systems- Basic Measures,2.5,We also talked about the trade off between precision and recall.,00:12:29,5,We also talked trade precision recall
7398,00:12:37,3,Evaluation of TR Systems- Basic Measures,2.5,And this turns out to depend on the users search tasks and,00:12:33,5,And turns depend users search tasks
7399,00:12:42,3,Evaluation of TR Systems- Basic Measures,2.5,we'll discuss this point more in the later lecture.,00:12:37,5,discuss point later lecture
7400,00:00:05,5,Link Analysis - Part 2,4.3,[SOUND].,00:00:00,4,SOUND
7401,00:00:12,5,Link Analysis - Part 2,4.3,So let's take a look at this in detail.,00:00:09,4,So let take look detail
7402,00:00:13,5,Link Analysis - Part 2,4.3,So in this random surfing model.,00:00:12,4,So random surfing model
7403,00:00:22,5,Link Analysis - Part 2,4.3,And any page would assume random surfer would choose the next page to visit.,00:00:13,4,And page would assume random surfer would choose next page visit
7404,00:00:25,5,Link Analysis - Part 2,4.3,So this is a small graph here.,00:00:22,4,So small graph
7405,00:00:29,5,Link Analysis - Part 2,4.3,"That's, of course an oversimplification of the complicate it well.",00:00:25,4,That course oversimplification complicate well
7406,00:00:31,5,Link Analysis - Part 2,4.3,But let's say there are four documents here.,00:00:29,4,But let say four documents
7407,00:00:34,5,Link Analysis - Part 2,4.3,"Right, D1, D2, D3 and D4.",00:00:33,4,Right D1 D2 D3 D4
7408,00:00:40,5,Link Analysis - Part 2,4.3,And let's assume that a random surfer or random walker can be any of these pages.,00:00:34,4,And let assume random surfer random walker pages
7409,00:00:49,5,Link Analysis - Part 2,4.3,And then the random surfer could decide to just randomly jump into any page.,00:00:41,4,And random surfer could decide randomly jump page
7410,00:00:55,5,Link Analysis - Part 2,4.3,Or follow a link and then visit the next page.,00:00:50,4,Or follow link visit next page
7411,00:00:59,5,Link Analysis - Part 2,4.3,So if the random server is at d1.,00:00:56,4,So random server d1
7412,00:01:06,5,Link Analysis - Part 2,4.3,"Then, you know, with some probability that random surfer will follow the links.",00:01:01,4,Then know probability random surfer follow links
7413,00:01:08,5,Link Analysis - Part 2,4.3,Now there two outlinks here.,00:01:06,4,Now two outlinks
7414,00:01:09,5,Link Analysis - Part 2,4.3,One is pointing to this D3.,00:01:08,4,One pointing D3
7415,00:01:12,5,Link Analysis - Part 2,4.3,The other is pointing to D4.,00:01:09,4,The pointing D4
7416,00:01:17,5,Link Analysis - Part 2,4.3,So the random surfer could pick any of these two to reach e3 and d4.,00:01:12,4,So random surfer could pick two reach e3 d4
7417,00:01:25,5,Link Analysis - Part 2,4.3,"But it also assumes that the random surfer might, get bored sometimes.",00:01:17,4,But also assumes random surfer might get bored sometimes
